name,artists_names,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artists_popularities,artists_genres,artists_followers,predicted_mood
Girls Need Love (with Drake) - Remix,Summer Walker,78,2018-10-19,0.656,0.432,6.0,-9.481,0.0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4,81,pop,4832124,energetic
Can You Feel My Heart,Bring Me The Horizon,78,2013-04-01,0.15,0.859,4.0,-2.827,0.0,0.0595,0.00201,0.194,0.387,0.354,170.527,228147,5,78,melodic metalcore,4729597,energetic
Maniac,Conan Gray,78,2020-03-20,0.628,0.639,8.0,-5.46,1.0,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,4,81,bedroom pop,7777968,sad
YANKEE,Quevedo,78,2023-01-20,0.544,0.747,6.0,-4.659,1.0,0.194,0.389,6.81e-06,0.159,0.476,123.647,194400,5,89,rap canario,1556300,energetic
When It Rains It Pours,Luke Combs,78,2017-06-02,0.551,0.801,6.0,-5.069,1.0,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4,86,contemporary country,8248407,energetic
Delincuente,Tokischa,78,2022-08-19,0.798,0.71,2.0,-3.39,1.0,0.0973,0.0576,0.025,0.4,0.662,97.875,226491,4,69,dominican pop,382750,energetic
Special,SZA,78,2022-12-09,0.604,0.199,0.0,-11.831,1.0,0.05,0.777,0.0,0.109,0.191,76.134,158840,4,93,pop,11705818,sad
San Lucas,Kevin Kaarl,78,2019-11-07,0.577,0.363,7.0,-12.378,1.0,0.0263,0.86,0.000282,0.0868,0.265,91.511,247197,4,76,indie triste,4998024,sad
I Don’t Wanna Live Forever (Fifty Shades Darker),Taylor Swift,78,2017-11-09,0.731,0.445,0.0,-8.418,1.0,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,4,100,pop,71194980,sad
Born With A Beer In My Hand,Morgan Wallen,78,2023-03-03,0.531,0.81,0.0,-5.475,1.0,0.0401,0.0502,3.95e-05,0.357,0.608,148.026,188524,4,93,contemporary country,5428604,energetic
Pacify Her,Melanie Martinez,78,2015-08-14,0.576,0.593,9.0,-6.024,0.0,0.0306,0.0467,0.000767,0.237,0.373,157.993,220013,4,85,alt z,16920854,sad
Un Verano Sin Ti,Bad Bunny,78,2022-05-06,0.503,0.496,5.0,-9.123,0.0,0.0556,0.693,0.0,0.123,0.412,187.844,148143,4,98,reggaeton,67091189,sad
Goosebumps - Remix,Travis Scott,78,2021-01-15,0.841,0.593,1.0,-7.846,1.0,0.0379,0.418,0.0,0.124,0.808,124.917,162803,4,90,rap,22135465,calm
CASE 143,Stray Kids,78,2022-10-07,0.812,0.89,6.0,-2.661,0.0,0.209,0.0961,0.0,0.0222,0.69,100.006,191965,4,84,k-pop,10844975,energetic
10 Freaky Girls (with 21 Savage),Metro Boomin,78,2018-11-06,0.81,0.353,6.0,-9.931,0.0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4,90,rap,3983089,calm
SHADOW,ONIMXRU,78,2022-07-29,0.721,0.692,7.0,-2.927,1.0,0.0414,0.000166,0.275,0.104,0.531,120.005,162042,4,68,,66439,calm
Prom Queen,Beach Bunny,78,2018-08-10,0.528,0.797,4.0,-7.487,1.0,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4,69,bubblegrunge,1117731,happy
m y . l i f e (with 21 Savage & Morray),J. Cole,78,2021-05-14,0.597,0.587,7.0,-7.026,0.0,0.137,0.0622,0.0,0.214,0.0753,140.021,218802,4,88,conscious hip hop,19697795,calm
Fourth of July,Sufjan Stevens,78,2015-03-31,0.435,0.104,6.0,-22.39,0.0,0.0445,0.973,0.33,0.119,0.162,120.484,279316,4,72,baroque pop,1723537,calm
Perfect,One Direction,78,2015-11-13,0.647,0.823,2.0,-5.231,1.0,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4,86,boy band,30319623,energetic
Grenade,Bruno Mars,78,2010-10-05,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4,89,dance pop,47341543,sad
Como Jordan,Junior H,78,2022-02-11,0.714,0.873,6.0,-2.39,0.0,0.0311,0.028,0.0,0.191,0.628,112.503,225152,3,90,corridos tumbados,6665289,energetic
Mr. Blue Sky,Electric Light Orchestra,78,1977,0.388,0.338,10.0,-10.054,1.0,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373,4,72,album rock,3680862,sad
El Chamaquito,Virlan Garcia,78,2022-12-14,0.905,0.421,0.0,-9.433,1.0,0.0387,0.744,3.77e-05,0.0763,0.955,103.992,139863,4,71,corrido,4047239,calm
Thousand Miles,The Kid LAROI,78,2022-04-22,0.376,0.657,7.0,-4.658,1.0,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782,4,84,australian hip hop,4464270,sad
ARRANCARMELO,WOS,78,2022-04-06,0.654,0.354,5.0,-7.358,1.0,0.0738,0.724,0.0,0.134,0.262,81.956,183547,4,73,argentine indie,3526387,sad
Bitter Sweet Symphony,The Verve,78,1997-09-29,0.356,0.917,9.0,-6.006,1.0,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,4,67,alternative rock,2091547,energetic
Christmas Kids,Roar,78,2010-03-14,0.425,0.754,2.0,-6.028,1.0,0.0367,0.0104,0.112,0.438,0.558,152.092,135693,4,70,indie pop,538223,energetic
idfc,blackbear,78,2015-06-02,0.718,0.422,4.0,-9.115,0.0,0.0621,0.0764,0.0,0.17,0.455,144.678,207027,4,79,pop,4849043,sad
"Going, Going, Gone",Luke Combs,78,2022-06-24,0.565,0.56,6.0,-6.034,1.0,0.0275,0.538,0.0,0.0961,0.325,159.931,177267,4,86,contemporary country,8248407,sad
Rich Nigga Shit (feat. Young Thug),21 Savage,78,2020-10-02,0.825,0.733,1.0,-5.625,0.0,0.0969,0.349,0.0,0.112,0.62,97.974,190331,4,92,atl hip hop,13247393,energetic
Going Bad (feat. Drake),Meek Mill,78,2018-11-30,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4,76,hip hop,7078341,sad
Even Flow,Pearl Jam,78,1991-08-27,0.394,0.944,10.0,-6.506,0.0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,4,76,alternative rock,8119028,energetic
Budapest,George Ezra,78,2014-06-30,0.717,0.455,5.0,-8.303,1.0,0.0276,0.0846,0.0,0.11,0.389,127.812,200733,4,77,folk-pop,3991136,sad
Goodbyes (feat. Young Thug),Post Malone,78,2019-09-06,0.548,0.653,5.0,-3.875,1.0,0.081,0.456,0.0,0.103,0.163,150.068,174853,4,89,dfw rap,40179245,sad
Me Acostumbre A Lo Bueno,Fuerza Regida,78,2021-12-31,0.715,0.739,6.0,-3.779,0.0,0.041,0.578,0.0,0.0887,0.963,101.611,140984,3,87,corrido,2819412,happy
Roses - Imanbek Remix,SAINt JHN,78,2019-10-09,0.77,0.724,8.0,-5.484,1.0,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,4,71,melodic rap,948372,happy
Give It To Me,Timbaland,78,2007-04-02,0.975,0.711,8.0,-3.904,1.0,0.0632,0.168,0.000552,0.0799,0.815,110.621,234027,4,79,dance pop,2474467,calm
085 - Ao Vivo,MC Rogerinho,78,2023-01-12,0.85,0.655,2.0,-2.891,0.0,0.0298,0.211,0.0,0.952,0.797,106.031,163584,4,69,arrocha,623668,calm
APA,Mora,78,2022-11-03,0.757,0.738,8.0,-4.913,0.0,0.22,0.712,9.67e-06,0.198,0.753,120.091,199831,4,84,trap latino,1635636,calm
Una Vez,Bad Bunny,78,2020-02-29,0.55,0.598,11.0,-5.402,0.0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496,4,98,reggaeton,67091189,sad
Magnolia,Playboi Carti,78,2017-04-14,0.791,0.582,11.0,-7.323,0.0,0.286,0.0114,0.0,0.35,0.443,162.991,181812,4,84,atl hip hop,7874546,calm
Thunder,Gabry Ponte,78,2021-05-07,0.67,0.896,1.0,-4.673,1.0,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3,74,edm,418036,energetic
Trust,Brent Faiyaz,78,2018-10-19,0.764,0.394,8.0,-8.559,1.0,0.152,0.231,9.37e-05,0.117,0.465,92.009,158421,4,83,dmv rap,3600997,calm
Should I Stay or Should I Go - Remastered,The Clash,78,1982,0.743,0.836,2.0,-6.465,1.0,0.116,0.0804,0.0,0.384,0.82,113.375,188987,4,71,classic rock,2496174,energetic
Why Not,Ghostface Playa,78,2022-04-01,0.725,0.984,9.0,-1.638,1.0,0.0351,0.000718,0.895,0.372,0.931,119.983,165000,4,68,drift phonk,193732,calm
24K Magic,Bruno Mars,78,2016-11-17,0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,89,dance pop,47341543,energetic
Whiskey On You,Nate Smith,78,2022-05-06,0.479,0.768,8.0,-5.204,1.0,0.0312,7.02e-05,0.00549,0.121,0.576,110.024,183790,4,68,contemporary country,182166,energetic
Killing In The Name,Rage Against The Machine,78,1992,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,313573,4,72,alternative metal,5367858,energetic
Where Is My Mind? - Remastered,Pixies,78,1988-03-21,0.519,0.441,4.0,-14.178,1.0,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,4,72,alternative rock,2493163,sad
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,78,2021-09-24,0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657,4,66,dance pop,155836,happy
Flawlëss (feat. Lil Uzi Vert),Yeat,78,2022-09-09,0.474,0.805,1.0,-5.997,1.0,0.332,0.0715,0.0,0.147,0.109,131.001,176125,4,85,pluggnb,2145775,energetic
My Girl,The Temptations,78,1965-03-22,0.572,0.418,0.0,-10.738,1.0,0.0349,0.635,0.0,0.0961,0.694,104.566,165000,4,68,classic soul,2663935,sad
Temperature,Sean Paul,78,2005-09-26,0.951,0.6,0.0,-4.675,0.0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573,4,82,dance pop,4289889,calm
TE MUDASTE,Bad Bunny,78,2020-11-27,0.811,0.637,10.0,-4.835,0.0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014,4,98,reggaeton,67091189,sad
Bonjour,KayBlack,78,2023-02-08,0.774,0.436,5.0,-10.792,0.0,0.0842,0.292,0.0,0.112,0.773,131.068,131927,4,76,trap funk,654311,calm
Una Noche Sin Pensar,Sebastian Yatra,78,2023-02-17,0.676,0.858,0.0,-2.636,1.0,0.0467,0.0354,0.0,0.211,0.67,139.998,161173,4,82,colombian pop,21284895,energetic
Talk that Talk,TWICE,78,2022-08-26,0.772,0.907,3.0,-2.438,0.0,0.124,0.136,0.0,0.334,0.783,119.973,177467,4,84,k-pop,17135379,energetic
One Step Closer,Linkin Park,78,2000-10-24,0.492,0.969,9.0,-4.419,1.0,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333,4,87,alternative metal,23069480,energetic
Fuga Pa Cali 2,Grupo Los de la O,78,2021-11-12,0.743,0.89,7.0,-5.451,0.0,0.0837,0.366,0.0,0.0966,0.809,107.635,196864,4,71,corrido,605994,energetic
Consume (feat. Goon Des Garcons),Chase Atlantic,78,2017-10-04,0.556,0.714,9.0,-5.322,0.0,0.158,0.07,0.0,0.261,0.434,146.113,267920,4,80,pop,4710516,calm
American Idiot,Green Day,78,2004-09-21,0.38,0.988,1.0,-2.042,1.0,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,176346,4,80,permanent wave,13910935,happy
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,78,2021-08-20,0.776,0.808,11.0,-4.501,1.0,0.117,0.0297,0.000127,0.103,0.494,123.988,184104,4,85,canadian pop,41229702,energetic
All Of The Lights,Kanye West,78,2010-11-22,0.531,0.803,1.0,-3.284,1.0,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,299613,4,91,chicago rap,19690011,energetic
i was all over her,salvia palth,78,2013-01-01,0.529,0.353,7.0,-12.835,1.0,0.0292,0.788,0.853,0.116,0.0601,104.557,161463,4,67,indie pop,558288,calm
Casei Com a Putaria,Mc Paiva ZS,78,2022-07-01,0.585,0.6,10.0,-7.008,0.0,0.436,0.117,0.0,0.0504,0.617,160.635,157500,4,78,funk carioca,1898347,calm
Walking On Sunshine,Katrina & The Waves,78,1985,0.596,0.869,10.0,-11.97,1.0,0.037,0.0116,0.173,0.0678,0.944,109.902,238733,4,63,new wave pop,79726,happy
Semata Karenamu,Mario G klau,78,2022-04-11,0.603,0.325,3.0,-11.683,1.0,0.0456,0.35,0.0,0.113,0.323,123.759,278500,4,64,indonesian pop,163774,sad
DEATH,Melanie Martinez,78,2023-03-17,0.392,0.541,1.0,-8.68,1.0,0.0641,0.102,1.02e-05,0.288,0.447,181.866,306656,4,85,alt z,16920854,sad
Solita (En Vivo),Lenin Ramírez,78,2022-09-09,0.677,0.657,1.0,-4.657,0.0,0.0596,0.498,0.0,0.0562,0.812,116.225,215984,1,72,corrido,2577565,sad
Eastside (with Halsey & Khalid),benny blanco,78,2018-12-07,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770,4,74,dance pop,1038585,calm
QUE PRETENDES,J Balvin,78,2019-06-28,0.639,0.791,10.0,-4.443,0.0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4,88,reggaeton,36948049,energetic
El Precio De La Soledad,Alfredo Olivas,78,2012-10-15,0.715,0.846,10.0,-3.665,1.0,0.18,0.129,2.57e-06,0.084,0.909,95.426,186360,4,80,banda,5593275,energetic
Fade Into You,Mazzy Star,78,1993-10-05,0.42,0.33,9.0,-13.925,1.0,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3,67,alternative rock,901610,sad
Si Te Pudiera Mentir,Calibre 50,78,2019-08-16,0.764,0.585,2.0,-7.796,1.0,0.0305,0.348,0.00294,0.369,0.89,90.013,255640,4,77,musica mexicana,9825559,calm
How to Save a Life,The Fray,78,2005-09-13,0.64,0.743,10.0,-4.08,1.0,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4,70,neo mellow,3885558,energetic
Kiss Me More (feat. SZA),Doja Cat,78,2021-04-09,0.762,0.701,8.0,-3.541,1.0,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4,87,dance pop,24974244,calm
I Want to Know What Love Is - 1999 Remaster,Foreigner,78,1984-12-12,0.477,0.471,6.0,-10.036,1.0,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4,70,album rock,2750171,sad
I Can't Handle Change,Roar,78,2010-03-14,0.247,0.438,5.0,-8.478,1.0,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,3,70,indie pop,538223,sad
Where Did You Go? (feat. MNEK),Jax Jones,78,2022-02-04,0.763,0.782,7.0,-4.541,0.0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,177689,4,75,dance pop,1099473,energetic
Big Booty,Hozwal,78,2023-02-02,0.907,0.551,6.0,-5.257,0.0,0.237,0.209,0.0,0.107,0.644,152.031,191053,4,64,reggaeton flow,119677,calm
Gimme More,Britney Spears,78,2007-10-25,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4,81,dance pop,12102821,energetic
Rosa Pastel,Belanova,78,2006,0.813,0.609,11.0,-6.958,0.0,0.0314,0.0277,0.0211,0.334,0.614,127.999,185920,4,69,dance pop,1181026,calm
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,78,2010-03-30,0.663,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,220800,4,80,atl hip hop,10401529,energetic
Calling My Phone,Lil Tjay,78,2021-04-02,0.907,0.393,4.0,-7.636,0.0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4,82,brooklyn drill,6378711,sad
Be Alright,Dean Lewis,78,2018-06-29,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4,78,australian pop,2492644,sad
Numb / Encore,JAY-Z,78,2004-11-30,0.687,0.793,2.0,-4.254,1.0,0.166,0.0603,0.0,0.582,0.751,107.045,205733,4,85,east coast hip hop,8261609,energetic
Reflections,The Neighbourhood,78,2018-11-02,0.648,0.594,11.0,-7.027,0.0,0.0293,0.114,0.0462,0.116,0.544,113.983,244013,4,85,modern alternative rock,12085017,sad
Antarctica,$uicideboy$,78,2016-01-26,0.715,0.633,2.0,-6.869,1.0,0.0804,0.553,4.45e-06,0.0905,0.319,105.945,126850,5,87,dark trap,5347787,sad
DÁKITI,Bad Bunny,78,2020-11-27,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4,98,reggaeton,67091189,sad
the perfect pair,beabadoobee,78,2022-07-15,0.634,0.663,11.0,-6.818,1.0,0.0331,0.433,0.124,0.102,0.6,146.053,177533,4,77,bedroom pop,1883261,sad
Ride It,Regard,78,2019-07-26,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4,71,covertronica,209851,happy
Love Tonight (David Guetta Remix Edit),Shouse,78,2021-06-11,0.621,0.989,10.0,-4.225,0.0,0.0434,0.015,0.357,0.184,0.0348,126.002,158095,4,70,aussietronica,111359,calm
Sahara,Hensonn,78,2021-11-16,0.615,0.521,2.0,-9.488,1.0,0.0318,0.146,0.772,0.11,0.045,115.016,171385,4,71,drift phonk,121627,calm
Before He Cheats,Carrie Underwood,78,2005-11-14,0.519,0.749,6.0,-3.318,0.0,0.0405,0.271,0.0,0.119,0.29,147.905,199947,4,73,contemporary country,5687885,energetic
We Can't Stop,Miley Cyrus,78,2013-10-04,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,4,92,pop,20250106,sad
Cool for the Summer,Demi Lovato,78,2015-01-01,0.583,0.61,5.0,-5.639,0.0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4,80,dance pop,24604347,sad
Queen of Kings,Alessandra,78,2023-01-09,0.563,0.908,4.0,-4.25,0.0,0.0868,0.0696,0.0,0.328,0.171,125.972,147980,4,63,,16156,energetic
Her Way,PARTYNEXTDOOR,78,2014-07-29,0.542,0.487,1.0,-9.53,1.0,0.0286,0.0544,0.000885,0.0872,0.119,111.307,216631,4,79,pop,4963954,sad
Pa’ la Selección,La T y La M,78,2022-11-21,0.605,0.572,11.0,-6.06,0.0,0.0435,0.144,0.0,0.721,0.834,84.827,186735,4,72,cumbia pop,268096,happy
i love you,Billie Eilish,78,2019-03-29,0.421,0.131,0.0,-18.435,1.0,0.0382,0.952,0.00453,0.109,0.12,137.446,291796,4,89,art pop,78663825,sad
"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,78,2022-06-08,0.82,0.752,1.0,-7.635,0.0,0.0648,0.0584,0.00417,0.628,0.423,127.999,187500,4,88,argentine hip hop,10050089,energetic
Look What You Made Me Do,Taylor Swift,78,2017-11-10,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4,100,pop,71194980,calm
Hot In It,Tiësto,78,2022-06-30,0.748,0.841,7.0,-5.08,1.0,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,129817,4,86,big room,6816046,energetic
MOTTO,NF,78,2023-03-09,0.685,0.882,0.0,-4.103,0.0,0.296,0.082,0.0,0.286,0.715,80.283,217272,4,83,hip hop,8179362,energetic
boyfriend (with Social House),Ariana Grande,78,2019-08-02,0.4,0.795,10.0,-3.731,0.0,0.461,0.119,0.0,0.159,0.702,190.097,186107,4,91,dance pop,89209352,energetic
Vienna,Billy Joel,77,1977,0.532,0.495,10.0,-6.662,1.0,0.0343,0.659,0.0,0.0754,0.308,124.936,214240,4,77,classic rock,5044129,sad
Something About You,Eyedress,77,2021-08-27,0.648,0.781,9.0,-8.736,0.0,0.0271,0.0332,0.013,0.305,0.822,133.417,153313,4,74,noise pop,1172108,happy
Say So,Doja Cat,77,2019-11-07,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,87,dance pop,24974244,calm
Baarishein,Anuv Jain,77,2018-01-12,0.475,0.124,2.0,-9.463,1.0,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,4,67,hindi indie,675365,sad
Malas Rachas,Tony Aguirre,77,2022-12-22,0.7,0.799,3.0,-4.185,1.0,0.0392,0.246,0.0,0.124,0.79,119.295,260285,4,75,corrido,137449,energetic
Fireflies,Owl City,77,2009-01-01,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,4,70,indietronica,2334881,sad
A La Antigüita,Calibre 50,77,2021-02-05,0.651,0.726,8.0,-4.144,1.0,0.0539,0.382,0.0,0.0535,0.963,179.99,156267,3,77,musica mexicana,9825559,happy
Runaway,AURORA,77,2016-03-11,0.422,0.302,11.0,-9.214,1.0,0.0372,0.629,7.83e-05,0.104,0.123,114.089,248827,4,75,art pop,2911366,sad
You Should Probably Leave,Chris Stapleton,77,2020-11-13,0.602,0.477,9.0,-8.425,1.0,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,4,79,contemporary country,5503158,sad
Parecia Tempestade,Sony no Beat,77,2023-01-02,0.853,0.654,3.0,-6.871,0.0,0.314,0.205,0.0,0.101,0.882,170.048,149640,4,62,,3657,calm
"Ranjha (From ""Shershaah"")",Various Artists,77,2021-08-05,0.603,0.573,1.0,-5.843,1.0,0.0502,0.478,0.0,0.0971,0.236,82.941,228855,4,0,,1873341,sad
watch,Billie Eilish,77,2017-12-22,0.441,0.599,0.0,-8.985,1.0,0.225,0.333,0.00198,0.103,0.35,165.212,177523,4,89,art pop,78663825,calm
She Wolf,Shakira,77,2009,0.865,0.69,7.0,-7.448,1.0,0.0443,0.285,0.0162,0.225,0.867,121.983,188867,4,92,colombian pop,28191070,happy
Devil In A New Dress,Kanye West,77,2010-11-22,0.435,0.76,8.0,-4.935,0.0,0.0721,0.0175,0.0,0.158,0.206,80.082,351947,4,91,chicago rap,19690011,energetic
Gangsta Boo (with Lil Tjay),Ice Spice,77,2023-01-20,0.873,0.578,1.0,-7.397,1.0,0.272,0.139,0.0,0.0953,0.765,147.074,159371,4,84,,969451,calm
brutal,Olivia Rodrigo,77,2021-05-21,0.672,0.526,4.0,-6.446,1.0,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4,84,pop,24725534,sad
Me Fui de Vacaciones,Bad Bunny,77,2022-05-06,0.714,0.645,10.0,-5.493,1.0,0.0514,0.229,0.00083,0.0942,0.434,85.046,180930,4,98,reggaeton,67091189,sad
Landslide,Fleetwood Mac,77,1975-07-11,0.414,0.161,7.0,-22.32,0.0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4,82,album rock,9625075,sad
5% TINT,Travis Scott,77,2018-08-03,0.712,0.481,4.0,-5.415,0.0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4,90,rap,22135465,sad
DICE,NMIXX,77,2022-09-19,0.556,0.798,7.0,-3.331,1.0,0.254,0.0848,0.0,0.33,0.628,131.096,165747,4,71,k-pop girl group,1307094,energetic
Botella Tras Botella,Gera MX,77,2021-04-23,0.727,0.546,0.0,-4.572,1.0,0.0437,0.656,0.0,0.122,0.69,106.891,197333,4,77,mexican hip hop,4085374,calm
Knockin' On Heaven's Door,Guns N' Roses,77,1991-09-18,0.496,0.739,6.0,-7.193,1.0,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000,4,81,glam metal,28281743,sad
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,77,2019-06-21,0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,217099,4,76,dance pop,1004739,energetic
More Than a Feeling,Boston,77,1976,0.377,0.681,7.0,-8.039,1.0,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4,67,album rock,2429656,sad
Tennessee Orange,Megan Moroney,77,2022-09-02,0.38,0.488,9.0,-6.637,1.0,0.029,0.126,7.23e-06,0.115,0.268,156.031,223120,3,65,contemporary country,67873,sad
Te Felicito,Gerardo Coronel,77,2022-10-07,0.478,0.384,0.0,-5.03,1.0,0.0433,0.672,0.0,0.13,0.548,77.022,224524,4,70,banda,895918,sad
Could've Been (feat. Bryson Tiller),H.E.R.,77,2019-08-30,0.45,0.352,1.0,-11.733,0.0,0.267,0.649,3.8e-06,0.249,0.408,102.679,252747,4,77,pop,6204737,calm
Yo No Soy Celoso,Bad Bunny,77,2022-05-06,0.872,0.588,0.0,-6.276,1.0,0.0492,0.275,0.0,0.17,0.93,142.004,230704,4,98,reggaeton,67091189,calm
I Really Want to Stay at Your House,Various Artists,77,2020-12-18,0.49,0.738,3.0,-7.399,0.0,0.0367,0.00237,4.58e-06,0.0851,0.126,124.966,246653,4,0,,1873341,sad
What Do You Mean?,Justin Bieber,77,2015-11-13,0.845,0.567,5.0,-8.118,0.0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4,91,canadian pop,71019605,calm
...Baby One More Time,Britney Spears,77,1999-01-12,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4,81,dance pop,12102821,happy
Fall In Love,Bailey Zimmerman,77,2022-02-11,0.524,0.643,9.0,-6.055,1.0,0.0297,0.451,0.0,0.221,0.397,135.962,232059,4,75,,438230,sad
Tubarão Te Amo,Dj LK da Escócia,77,2022-09-28,0.889,0.742,4.0,-3.495,0.0,0.358,0.299,0.000568,0.066,0.479,130.089,149077,4,62,funk rj,20821,energetic
Rasputin,Majestic,77,2021-02-26,0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,186210,4,65,house,50521,energetic
Raindrops (Insane) [with Travis Scott],Metro Boomin,77,2022-12-02,0.796,0.539,7.0,-5.974,0.0,0.0433,0.103,0.0,0.343,0.123,111.988,188587,4,90,rap,3983089,sad
Forever After All,Luke Combs,77,2020-10-23,0.487,0.65,0.0,-5.195,1.0,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4,86,contemporary country,8248407,sad
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,77,2021-09-09,0.579,0.596,8.0,-4.823,1.0,0.0561,0.436,0.0938,0.0549,0.443,119.9,188369,3,72,afro r&b,1246675,sad
Heartless (feat. Morgan Wallen),Diplo,77,2020-05-29,0.765,0.556,11.0,-6.417,1.0,0.0512,0.275,0.0,0.0824,0.274,111.033,169227,4,79,edm,2540991,sad
Butakera,La Joaqui,77,2022-07-28,0.871,0.563,1.0,-6.422,1.0,0.0618,0.56,0.0,0.0665,0.457,88.96,143402,4,76,argentine hip hop,700298,sad
22,JayO,77,2023-02-22,0.534,0.821,5.0,-7.463,1.0,0.107,0.693,1.02e-05,0.078,0.509,111.032,142120,5,62,,27122,energetic
"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,77,2022-11-16,0.535,0.874,9.0,-2.248,0.0,0.137,0.371,0.0,0.192,0.323,140.006,227562,4,88,argentine hip hop,10050089,energetic
Go Your Own Way - 2004 Remaster,Fleetwood Mac,77,1977-02-04,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613,4,82,album rock,9625075,happy
Aguacero,Bad Bunny,77,2022-05-06,0.861,0.645,6.0,-6.96,0.0,0.0743,0.423,0.000592,0.349,0.668,121.391,210989,5,98,reggaeton,67091189,calm
Tom's Diner,AnnenMayKantereit,77,2019-06-28,0.68,0.428,6.0,-8.107,0.0,0.135,0.376,0.000344,0.355,0.334,98.222,269333,4,73,cologne indie,1588554,calm
