name,artists_names,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artists_popularities,artists_genres,artists_followers,predicted_mood
Broken Clocks,SZA,79,2017-06-09,0.692,0.684,6.0,-7.364,1.0,0.155,0.131,0.0,0.156,0.406,112.912,231253,4,93,pop,11705818,calm
Crystals,Isolate.exe,79,2022-01-28,0.692,0.729,11.0,-10.435,1.0,0.0554,0.438,0.656,0.0939,0.13,100.015,139200,4,65,drift phonk,19860,calm
REMIX EXCLUSIVO,Feid,79,2023-03-17,0.651,0.557,5.0,-5.466,0.0,0.204,0.0358,0.0,0.154,0.711,87.063,206947,4,93,colombian pop,4443557,calm
Falling Down - Bonus Track,Lil Peep,79,2018-11-09,0.669,0.574,4.0,-6.442,0.0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,84,emo rap,9857163,sad
Trust Issues,Drake,79,2019-08-02,0.421,0.539,11.0,-5.456,0.0,0.274,0.779,0.0,0.111,0.523,89.177,281519,3,97,canadian hip hop,73660940,calm
Violent Crimes,Kanye West,79,2018-06-01,0.669,0.419,1.0,-6.724,0.0,0.522,0.376,0.0,0.187,0.0397,109.813,215320,4,91,chicago rap,19690011,calm
Yet To Come,BTS,79,2022-06-10,0.559,0.885,1.0,-4.515,1.0,0.189,0.0432,0.0,0.333,0.683,172.029,193594,4,91,k-pop,63175899,energetic
AMERICA HAS A PROBLEM,Beyoncé,79,2022-07-29,0.789,0.614,1.0,-6.491,1.0,0.0579,0.00348,0.00152,0.283,0.108,126.035,198898,4,87,dance pop,34130158,sad
Heat Waves,Glass Animals,79,2020-06-29,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,78,gauze pop,3720063,sad
Strawberries & Cigarettes,Troye Sivan,79,2018-03-16,0.578,0.537,9.0,-8.676,1.0,0.0832,0.162,0.0,0.076,0.25,83.909,201539,4,76,australian pop,7567868,sad
Ransom,Lil Tecca,79,2019-08-30,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,131240,4,78,melodic rap,5860152,calm
Pointless,Lewis Capaldi,79,2022-12-02,0.325,0.59,4.0,-3.943,1.0,0.0495,0.0686,0.0,0.104,0.278,180.449,235752,3,83,pop,10758291,sad
Keep Driving,Harry Styles,79,2022-05-20,0.721,0.479,9.0,-9.669,1.0,0.226,0.321,0.00156,0.182,0.902,164.948,140242,3,90,pop,26880130,calm
What You Know Bout Love,Pop Smoke,79,2020-07-03,0.709,0.548,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4,84,brooklyn drill,12280450,calm
Kryptonite,3 Doors Down,79,2000,0.545,0.865,11.0,-5.708,0.0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,233933,4,71,alternative metal,4017445,energetic
Amanece,Anuel AA,79,2018-12-14,0.79,0.631,8.0,-5.549,0.0,0.0425,0.437,0.0,0.158,0.889,94.039,190005,4,89,reggaeton,27967083,calm
Dancing On My Own,Calum Scott,79,2018-03-09,0.681,0.174,1.0,-8.745,1.0,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,260285,4,78,neo mellow,5009920,sad
Maneater,Nelly Furtado,79,2006-01-01,0.796,0.777,6.0,-4.81,1.0,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893,4,77,canadian latin,3391632,happy
Wannabe,Spice Girls,79,1996-01-01,0.768,0.864,11.0,-6.145,1.0,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4,69,dance pop,3026034,energetic
Mi Terre CLN,Fuerza Regida,79,2022-12-30,0.723,0.697,7.0,-3.643,1.0,0.215,0.161,0.0,0.0814,0.858,159.01,172056,3,87,corrido,2819412,calm
The Great War,Taylor Swift,79,2022-10-22,0.573,0.741,5.0,-8.987,1.0,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,240356,4,100,pop,71194980,energetic
DON'T YOU WORRY,Black Eyed Peas,79,2022-06-17,0.816,0.875,11.0,-4.821,1.0,0.0311,0.203,0.0,0.209,0.491,131.958,196364,4,82,dance pop,7349637,energetic
Dijeron Que No La Iba Lograr,Chino Pacas,79,2023-03-14,0.703,0.791,7.0,-6.792,0.0,0.0657,0.255,0.0,0.106,0.759,142.219,113020,3,77,corrido,164701,happy
If I Ain't Got You,Alicia Keys,79,2003-12-02,0.609,0.444,7.0,-9.129,1.0,0.106,0.603,6.86e-06,0.104,0.166,118.402,228707,3,79,hip pop,10575209,calm
A Tu Merced,Bad Bunny,79,2020-02-29,0.86,0.791,0.0,-4.784,1.0,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4,98,reggaeton,67091189,happy
UN PESO,J Balvin,79,2019-06-28,0.627,0.675,5.0,-7.125,0.0,0.213,0.125,0.0,0.0784,0.961,79.31,277107,4,88,reggaeton,36948049,energetic
Running Up That Hill (A Deal With God),Kate Bush,79,1985,0.629,0.547,10.0,-13.123,0.0,0.055,0.72,0.00314,0.0604,0.197,108.375,298933,4,72,art pop,1659855,sad
Novacane,Frank Ocean,79,2011-01-01,0.762,0.508,3.0,-9.112,1.0,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347,4,85,hip hop,10853693,sad
Si Veo a Tu Mamá,Bad Bunny,79,2020-02-29,0.9,0.603,2.0,-5.313,1.0,0.0646,0.402,4.81e-06,0.134,0.824,129.928,170972,4,98,reggaeton,67091189,happy
Diamonds,Rihanna,78,2012-12-11,0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,4,92,barbadian pop,54178114,sad
BABY SAID,Måneskin,78,2023-01-20,0.622,0.715,6.0,-4.04,0.0,0.0323,0.000982,0.0,0.0796,0.607,131.012,164682,4,83,indie rock italiano,7134010,calm
Mi Buen Amor,Mon Laferte,78,2017-04-28,0.4,0.541,7.0,-4.527,1.0,0.0274,0.557,2.13e-05,0.136,0.268,99.343,227587,3,75,latin alternative,5500703,sad
Major Distribution,Drake,78,2022-11-04,0.908,0.546,8.0,-10.491,0.0,0.323,0.0127,0.0,0.0707,0.225,131.016,170502,4,97,canadian hip hop,73660940,calm
Lamento Boliviano,Los Enanitos Verdes,78,1994-01-01,0.714,0.735,4.0,-7.125,0.0,0.0306,0.176,0.000622,0.115,0.68,123.57,222227,4,73,argentine rock,3562150,calm
Roxanne,The Police,78,1978-11-02,0.618,0.748,0.0,-8.905,1.0,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947,4,77,album rock,5401155,energetic
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,78,2021-09-17,0.741,0.691,10.0,-7.395,0.0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4,81,lgbtq+ hip hop,12368648,calm
Señorita,Shawn Mendes,78,2019-06-21,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,4,85,canadian pop,41229702,calm
FourFiveSeconds,Rihanna,78,2015-01-24,0.582,0.272,2.0,-5.662,1.0,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4,92,barbadian pop,54178114,sad
Lean Wit Me,Juice WRLD,78,2018-12-10,0.665,0.651,1.0,-5.515,1.0,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4,90,chicago rap,28492575,calm
What A Time (feat. Niall Horan),Julia Michaels,78,2019-01-24,0.516,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.861,173307,4,75,alt z,4830957,sad
Locked Away (feat. Adam Levine),R. City,78,2015-10-09,0.509,0.671,1.0,-5.709,1.0,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,5,64,reggae fusion,134888,sad
Love Of My Life,Harry Styles,78,2022-05-20,0.555,0.536,7.0,-8.233,1.0,0.0452,0.669,0.0,0.0623,0.203,118.057,191638,4,90,pop,26880130,sad
Took Her To The O,King Von,78,2020-03-06,0.82,0.592,1.0,-7.002,1.0,0.29,0.0149,4.71e-06,0.121,0.4,159.98,196180,4,77,chicago rap,2743496,calm
Parado no Bailão,MC L da Vinte,78,2018-07-23,0.828,0.599,11.0,-1.624,1.0,0.149,0.381,0.0,0.0775,0.478,86.533,171692,5,64,funk bh,811546,calm
Little Talks,Of Monsters and Men,78,2012-01-01,0.457,0.757,1.0,-5.177,1.0,0.032,0.0206,0.0,0.146,0.417,102.961,266600,4,69,folk-pop,3468714,energetic
Happier,Ed Sheeran,78,2017-03-03,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,207520,4,92,pop,110923487,sad
Let Me Know (I Wonder Why Freestyle),Juice WRLD,78,2019-12-07,0.635,0.537,7.0,-7.895,0.0,0.0832,0.172,0.0,0.418,0.383,125.028,215381,4,90,chicago rap,28492575,sad
Gorgeous,Taylor Swift,78,2017-11-10,0.8,0.535,7.0,-6.684,1.0,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,4,100,pop,71194980,calm
The Adults Are Talking,The Strokes,78,2020-04-10,0.593,0.749,5.0,-5.67,1.0,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4,77,alternative rock,4889416,happy
Hati-Hati di Jalan,Tulus,78,2022-03-03,0.643,0.436,6.0,-11.322,1.0,0.0357,0.702,0.0889,0.115,0.755,71.969,242000,4,77,indonesian jazz,10553626,sad
"Would've, Could've, Should've",Taylor Swift,78,2022-10-22,0.483,0.84,7.0,-6.508,1.0,0.119,0.43,0.000575,0.146,0.55,157.979,260362,4,100,pop,71194980,energetic
Gold Digger,Kanye West,78,2005-08-30,0.629,0.696,1.0,-5.572,0.0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,4,91,chicago rap,19690011,energetic
Stayin Alive,Bee Gees,78,2020-12-11,0.702,0.773,10.0,-9.256,0.0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4,78,disco,6675027,happy
The Spins,Mac Miller,78,2010-08-13,0.794,0.766,9.0,-3.894,0.0,0.0377,0.0135,0.0,0.0785,0.55,127.007,195873,4,85,hip hop,8781706,happy
Careless Whisper,George Michael,78,1998-11-09,0.574,0.628,2.0,-8.815,0.0,0.036,0.13,0.0,0.271,0.803,153.119,300107,4,73,dance pop,4189502,happy
Thank God,Kane Brown,78,2022-09-09,0.738,0.455,3.0,-8.735,1.0,0.0352,0.695,0.0,0.107,0.441,99.945,174560,4,76,black americana,4753175,sad
Circo Loco,Drake,78,2022-11-04,0.734,0.605,1.0,-8.476,1.0,0.0699,0.0102,0.0,0.317,0.252,103.976,236795,4,97,canadian hip hop,73660940,sad
You Know How We Do It,Ice Cube,78,1993-12-07,0.747,0.52,10.0,-10.523,0.0,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,4,77,conscious hip hop,6755247,calm
BUTTERFLY EFFECT,Travis Scott,78,2018-08-03,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4,90,rap,22135465,sad
Wake Me Up Before You Go-Go,Wham!,78,1984-10-23,0.62,0.573,0.0,-11.893,1.0,0.0423,0.271,0.0,0.0607,0.897,81.548,231333,4,68,europop,2257854,sad
Woo,Rihanna,78,2016-01-28,0.42,0.466,9.0,-5.298,1.0,0.0326,0.0546,0.00389,0.298,0.185,115.004,235587,4,92,barbadian pop,54178114,sad
Hold the Line,TOTO,78,1978-10-10,0.473,0.898,6.0,-4.797,0.0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547,4,73,album rock,2569502,happy
Pantysito,Alejo,78,2022-03-18,0.83,0.739,7.0,-5.395,0.0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,240413,4,68,reggaeton,65328,calm
Afterglow,Taylor Swift,78,2019-08-23,0.756,0.449,9.0,-8.746,1.0,0.0344,0.13,0.0,0.114,0.399,111.011,223293,4,100,pop,71194980,sad
DEMONS IN MY SOUL,SCXR SOUL,78,2022-09-23,0.765,0.428,2.0,-2.789,1.0,0.0492,0.0249,0.92,0.297,0.422,100.006,120594,4,66,drift phonk,22015,calm
Less Than Zero,The Weeknd,78,2022-01-06,0.535,0.791,0.0,-5.55,1.0,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4,98,canadian contemporary r&b,62165751,energetic
Take Me Out,Franz Ferdinand,78,2004-02-16,0.277,0.663,4.0,-8.821,0.0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,4,68,alternative rock,2411656,sad
CHAO BEBE,Ovy On The Drums,78,2022-12-29,0.869,0.74,5.0,-4.699,0.0,0.108,0.649,7.95e-06,0.135,0.598,117.949,206499,4,77,colombian pop,208684,calm
Me Dediqué a Perderte,Alejandro Fernández,78,2004-09-01,0.642,0.442,8.0,-9.115,1.0,0.074,0.491,1.58e-06,0.102,0.465,148.01,231773,4,78,latin arena pop,6677312,sad
Girls Just Want to Have Fun,Cyndi Lauper,78,1983-10-14,0.71,0.799,6.0,-4.897,1.0,0.0328,0.22,0.000602,0.349,0.725,120.372,238267,4,71,new wave pop,2275358,happy
Sobrio,Maluma,78,2021-07-08,0.762,0.77,5.0,-2.758,1.0,0.223,0.138,0.0,0.15,0.631,177.998,201181,4,85,reggaeton,33547006,energetic
Mo Bamba,Sheck Wes,78,2018-10-05,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,67,rap,1415870,sad
Stairway to Heaven - Remaster,Led Zeppelin,78,1971-11-08,0.338,0.34,9.0,-12.049,0.0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,4,78,album rock,13229245,sad
Invincible,Pop Smoke,78,2020-02-07,0.548,0.732,11.0,-5.652,0.0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4,84,brooklyn drill,12280450,energetic
Still into You,Paramore,78,2013-04-05,0.602,0.923,5.0,-3.763,1.0,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4,81,candy pop,7672777,happy
Tell Em,Cochise,78,2021-05-28,0.672,0.717,5.0,-7.476,1.0,0.226,0.103,0.0,0.398,0.473,157.905,180380,4,69,plugg,506961,energetic
Here We Go Again,Oliver Tree,78,2023-03-03,0.552,0.945,8.0,-3.771,0.0,0.0561,0.00676,0.000174,0.0556,0.384,130.011,164541,4,81,alternative hip hop,2238718,energetic
Somebody That I Used To Know,Gotye,78,2011-01-01,0.865,0.521,0.0,-6.932,1.0,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,4,68,australian pop,2347769,calm
She Will Be Loved - Radio Mix,Maroon 5,78,2002,0.651,0.663,0.0,-5.569,0.0,0.0281,0.228,0.0,0.0994,0.465,102.0,259453,4,87,pop,40101393,sad
Royals,Lorde,78,2013-09-27,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185,4,77,art pop,9938753,calm
Element,Pop Smoke,78,2020-02-07,0.772,0.878,2.0,-4.22,1.0,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,5,84,brooklyn drill,12280450,energetic
Drag Me Down,One Direction,78,2015-11-13,0.73,0.703,0.0,-5.672,0.0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4,86,boy band,30319623,calm
Buy Dirt,Jordan Davis,78,2021-05-21,0.586,0.559,4.0,-6.725,1.0,0.05,0.639,0.0,0.0872,0.437,177.945,167480,4,75,contemporary country,862869,sad
Volví,Aventura,78,2021-08-03,0.725,0.86,1.0,-3.726,1.0,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4,78,bachata,7036647,energetic
BABYDOLL (Speed),Ari Abdul,78,2022-04-01,0.552,0.582,11.0,-5.535,1.0,0.0404,0.0813,0.205,0.177,0.538,105.483,156651,4,68,,167975,sad
Scopin,Kordhell,78,2022-04-08,0.809,0.972,8.0,-1.653,1.0,0.0616,0.065,0.12,0.0311,0.641,98.013,101633,4,80,drift phonk,628977,energetic
Love Is Only a Feeling,Joey Bada$$,78,2017-07-06,0.629,0.676,1.0,-7.088,0.0,0.191,0.53,0.000325,0.701,0.497,90.377,152041,4,75,conscious hip hop,2967207,calm
On The Floor,Jennifer Lopez,78,2011-01-01,0.73,0.777,3.0,-5.194,0.0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,4,77,dance pop,12328839,energetic
Castle on the Hill,Ed Sheeran,78,2017-03-03,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4,92,pop,110923487,energetic
September,"Earth, Wind & Fire",78,1978-11-23,0.697,0.832,9.0,-7.264,1.0,0.0298,0.168,0.00131,0.269,0.979,125.926,215093,4,74,disco,3834271,happy
Uptown Girl,Billy Joel,78,1983-08-08,0.701,0.944,4.0,-2.986,1.0,0.0455,0.0755,0.0,0.601,0.792,128.993,197707,4,77,classic rock,5044129,happy
All By Myself,Alok,78,2022-10-07,0.662,0.848,0.0,-4.338,0.0,0.0346,0.0932,7.62e-06,0.241,0.773,123.041,171778,4,80,electro house,12089932,happy
With you,Jimin,78,2022-04-24,0.532,0.426,3.0,-6.117,1.0,0.0288,0.639,0.0,0.134,0.137,149.898,201905,3,86,,4692650,sad
"Soldier, Poet, King",The Oh Hellos,78,2015-10-16,0.347,0.758,8.0,-7.753,1.0,0.0706,0.031,0.000659,0.109,0.484,117.959,165674,4,67,folk-pop,409520,energetic
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,78,2018-11-30,0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4,76,dance pop,1004739,energetic
Open Arms (feat. Travis Scott),SZA,78,2022-12-09,0.665,0.59,9.0,-7.608,1.0,0.161,0.763,0.0132,0.147,0.216,77.559,239613,4,93,pop,11705818,calm
Nochentera,Vicco,78,2022-12-19,0.802,0.728,8.0,-6.456,0.0,0.0533,0.0233,0.0,0.119,0.782,121.92,202185,4,64,,11460,calm
Christmas Tree,V,78,2021-12-24,0.437,0.384,5.0,-8.384,1.0,0.042,0.699,2.33e-05,0.121,0.181,139.009,209947,4,69,j-division,12553757,sad
Stay Alive (Prod. SUGA of BTS),Jung Kook,78,2022-02-11,0.512,0.76,2.0,-5.889,0.0,0.0682,0.299,0.0,0.103,0.495,130.096,210928,4,77,k-pop,6787589,energetic
Excuses,AP Dhillon,78,2020-07-24,0.837,0.717,5.0,-7.749,0.0,0.0822,0.0842,0.0,0.149,0.494,94.984,176233,4,77,punjabi hip hop,3480661,sad
Bad Decisions (with BTS & Snoop Dogg),benny blanco,78,2022-08-05,0.762,0.861,0.0,-3.296,1.0,0.0955,0.0185,0.0,0.264,0.955,120.048,172714,4,74,dance pop,1038585,energetic
Evaluasi,Hindia,78,2019-11-29,0.609,0.966,7.0,-4.469,1.0,0.0571,0.00194,2.83e-06,0.304,0.505,102.014,194469,4,69,,1762228,energetic
Selamat (Selamat Tinggal),Virgoun,78,2019-06-17,0.361,0.581,0.0,-8.502,1.0,0.0302,0.523,5.42e-06,0.118,0.372,79.59,313671,4,70,malaysian pop,4799635,sad
Get You The Moon (feat. Snøw),Kina,78,2018-10-08,0.498,0.235,1.0,-16.541,0.0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4,69,sad lo-fi,767634,calm
Duka,Last Child,78,2016-09-25,0.566,0.885,0.0,-4.664,1.0,0.0355,0.122,3.75e-06,0.049,0.31,135.015,325147,4,70,indonesian pop punk,3372505,energetic
Kill Yourself (Part III),$uicideboy$,78,2015-09-21,0.753,0.68,5.0,-7.092,0.0,0.0349,0.326,4.15e-05,0.423,0.192,105.977,145078,4,87,dark trap,5347787,sad
Laugh Now Cry Later (feat. Lil Durk),Drake,78,2020-08-14,0.761,0.518,0.0,-8.871,1.0,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4,97,canadian hip hop,73660940,calm
Never Gonna Not Dance Again,P!nk,78,2022-11-04,0.668,0.802,5.0,-4.005,0.0,0.0917,0.0273,0.0,0.163,0.769,113.796,225789,4,84,dance pop,14869484,energetic
Love,Keyshia Cole,78,2005-01-01,0.688,0.519,5.0,-4.285,1.0,0.0283,0.064,0.0,0.1,0.318,116.714,255333,4,69,contemporary r&b,3430671,sad
Desesperados,Rauw Alejandro,78,2021-12-11,0.869,0.694,1.0,-3.35,0.0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4,91,puerto rican pop,16261027,sad
Sun to Me,Zach Bryan,78,2022-05-20,0.505,0.27,9.0,-9.165,0.0,0.0333,0.593,0.0,0.133,0.557,98.721,163032,4,84,oklahoma country,1281804,sad
Mother,Meghan Trainor,78,2023-03-10,0.751,0.661,9.0,-6.131,1.0,0.0871,0.124,0.0,0.456,0.761,120.052,147481,4,82,dance pop,13146302,happy
Everywhere - 2017 Remaster,Fleetwood Mac,78,1987-04-13,0.73,0.487,4.0,-10.991,1.0,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,4,82,album rock,9625075,calm
Wind Of Change,Scorpions,78,1990-01-01,0.452,0.524,0.0,-10.108,1.0,0.0351,0.315,0.0,0.103,0.246,151.505,312360,4,73,album rock,6287106,sad
Boy With Luv (feat. Halsey),BTS,78,2019-04-12,0.645,0.862,11.0,-4.761,0.0,0.0845,0.0933,0.0,0.193,0.803,119.947,229773,4,91,k-pop,63175899,happy
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,78,2018-12-14,0.259,0.437,11.0,-6.589,0.0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000,4,77,dance pop,22088233,sad
moment,Vierre Cloud,78,2019-12-19,0.544,0.855,6.0,-7.461,1.0,0.093,0.0426,0.157,0.167,0.517,171.349,129543,4,63,sped up,78266,energetic
Tainted Love,Soft Cell,78,1981,0.5,0.501,0.0,-8.284,0.0,0.0376,0.462,0.0,0.26,0.623,144.438,153800,4,64,new romantic,597859,sad
She Knows (feat. Amber Coffman & Cults),J. Cole,78,2013-06-18,0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520,4,88,conscious hip hop,19697795,energetic
Wishing Well,Juice WRLD,78,2020-07-10,0.65,0.613,9.0,-6.13,0.0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,4,90,chicago rap,28492575,calm
Can't Help Falling in Love,Elvis Presley,78,1961-10-20,0.396,0.293,2.0,-14.062,1.0,0.0275,0.941,0.000196,0.105,0.343,100.307,182360,3,80,rock-and-roll,8072152,sad
Wildest Dreams,Taylor Swift,78,2014-01-01,0.553,0.664,8.0,-7.417,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,4,100,pop,71194980,sad
Complicated,Avril Lavigne,78,2002-06-04,0.585,0.776,5.0,-5.898,1.0,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4,77,canadian pop,9714826,energetic
IDGAF,Dua Lipa,78,2017-06-02,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4,88,dance pop,39252855,sad
LA FAMA,ROSALÍA,78,2022-03-18,0.766,0.295,0.0,-7.893,0.0,0.0464,0.947,4.44e-05,0.119,0.805,136.016,188107,4,87,r&b en espanol,7007008,calm
Lonely,Akon,78,2005-01-01,0.634,0.526,5.0,-7.881,0.0,0.0333,0.339,0.0,0.257,0.623,90.087,235800,4,81,dance pop,3679656,sad
Dia de Enero,Shakira,78,2005-06-03,0.687,0.361,10.0,-11.589,1.0,0.0792,0.35,1.11e-05,0.11,0.526,165.747,173133,4,92,colombian pop,28191070,sad
Tek It - Sped Up,Cafuné,78,2019,0.348,0.95,10.0,-5.049,0.0,0.124,9.93e-05,9.68e-06,0.0868,0.377,168.964,166859,4,68,brooklyn indie,150353,energetic
Danza Kuduro,Don Omar,78,2010-01-01,0.4,0.915,0.0,-4.89,1.0,0.28,0.0846,0.0,0.0503,0.878,88.917,198773,3,82,latin hip hop,9017823,energetic
People You Know,Selena Gomez,78,2020-01-10,0.695,0.62,8.0,-8.082,0.0,0.0521,0.0881,5.43e-05,0.111,0.62,150.032,194900,4,87,dance pop,41326077,sad
Around Me (feat. Don Toliver),Metro Boomin,78,2022-12-02,0.693,0.67,2.0,-3.537,0.0,0.0345,0.0958,0.00857,0.432,0.084,119.907,191520,4,90,rap,3983089,sad
Sofia,Clairo,78,2019-08-02,0.744,0.619,0.0,-9.805,1.0,0.039,0.598,0.00372,0.231,0.641,112.997,188387,4,76,bedroom pop,3806917,calm
Snow (Hey Oh),Red Hot Chili Peppers,78,2006-05-09,0.427,0.9,11.0,-3.674,1.0,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4,84,alternative rock,19440818,energetic
California Dreamin' - Single Version,The Mamas & The Papas,78,1966-03,0.552,0.608,1.0,-9.786,0.0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373,4,69,bubblegum pop,1514404,sad
WAP (feat. Megan Thee Stallion),Cardi B,78,2020-08-07,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4,82,dance pop,21329637,calm
Ella,Natanael Cano,78,2019-10-31,0.478,0.732,4.0,-4.342,0.0,0.0779,0.363,3.34e-06,0.0768,0.664,184.819,259403,3,87,corrido,6173797,happy
MIDNIGHT,PLAYAMANE,78,2022-02-13,0.633,0.433,1.0,-8.833,1.0,0.229,0.0053,0.28,0.145,0.373,122.088,121972,4,64,drift phonk,116067,calm
SUPEREROI,Mr.Rain,78,2023-02-08,0.47,0.619,1.0,-7.617,1.0,0.0514,0.228,0.0,0.26,0.453,136.083,195000,4,68,italian pop,900144,sad
Boss Bitch,Doja Cat,78,2020-01-23,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.202,0.575,125.989,134240,4,87,dance pop,24974244,energetic
It's You,Ali Gatie,78,2019-11-08,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4,70,canadian hip hop,2029361,sad
When You're Gone,Shawn Mendes,78,2022-03-31,0.603,0.691,5.0,-5.805,1.0,0.0372,0.0248,0.0,0.583,0.577,147.148,172267,4,85,canadian pop,41229702,sad
DO IT AGAIN (feat. 2Rare),NLE Choppa,78,2022-10-07,0.806,0.64,11.0,-7.398,0.0,0.317,0.0864,0.0,0.201,0.716,160.054,213206,4,80,memphis hip hop,5963499,calm
Galway Girl,Ed Sheeran,78,2017-03-03,0.624,0.876,9.0,-3.374,1.0,0.1,0.0735,0.0,0.327,0.781,99.943,170827,4,92,pop,110923487,energetic
34+35,Ariana Grande,78,2020-10-30,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,173711,4,91,dance pop,89209352,sad
Overdose,natori,78,2022-09-07,0.733,0.598,4.0,-9.453,0.0,0.0377,0.0307,1.7e-05,0.218,0.831,118.012,197094,4,64,,160184,calm
Chicago,Michael Jackson,78,2014-05-09,0.608,0.756,7.0,-2.675,0.0,0.176,0.0784,0.0,0.187,0.55,176.086,245507,4,83,pop,26686955,energetic
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,78,2017-08-25,0.703,0.757,1.0,-3.612,1.0,0.05,0.617,0.0,0.106,0.696,82.008,221747,4,88,melodic rap,14848663,happy
Dancing With Your Ghost,Sasha Alex Sloan,78,2019-06-28,0.629,0.328,11.0,-8.284,1.0,0.029,0.768,2.5e-05,0.103,0.389,74.953,197732,4,71,alt z,1266775,sad
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,78,2020-07-03,0.823,0.586,6.0,-6.606,0.0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4,84,brooklyn drill,12280450,calm
No Guidance (feat. Drake),Chris Brown,78,2019-06-28,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4,89,dance pop,19062148,calm
